_id,createdAt,direction,entry,exit,startIndex,startDate,stop,ticker,totalDays
xxL38BDP5EgqL8YcW,1431192825398,down,31.41999,30.2,130,1203897600,34,A,26
mAG4pzDnh8oAMJFa3,1431193030888,up,30.13,29.94,164,1208131200,28,A,14
B6HLPAwvuZv93j6sL,1431193285379,up,35.87,35,235,1216857600,34,A,20
5kfF4KLgu5iGP4CJk,1431193359697,down,47.28,45.87,132,1195084800,51,ADSK,8
Y3qDmWRDu77b63Azz,1431193401310,up,49.63,46,155,1198022400,46,ADSK,11
7ze2ikcu7HsLTtDso,1431193487257,up,62.40,56,159,984614400,56,DVN,12
hJ44BrPKcmcusCG8j,1431193522356,down,57.52,61,130,1321228800,61,AMGN,24
BdYaS8JGuhaQ2m8rw,1431193549846,up,34.90,33.5,130,1289433600,33.5,MRK,46
Z7ktABc3HLNETBDbb,1431193603804,up,38.51,37,130,1295913600,36,MHFI,34
b6ve9xjakMTbiA6AJ,1431193636517,up,44.70,48,130,1158278400,41,KO,87
unCSRviGnqbzCkDzm,1431193705205,up,69.27,61.46,130,1199664000,60,NEE,11
Gf2dfT42yzBvqANLR,1431193810613,up,48.25,52.95,143,1011139200,46,LMT,19
jFcwriyebg5qbBnqJ,1431193974719,down,19.20,20,130,1378684800,20,GGP,6
ngPNk9YK8xbvSFpWg,1431193993911,down,19.91,20.55,151,1381190400,20.55,GGP,7
Ks9RXQBh3NDntCwc7,1431194073463,up,26.16,26.22001,130,1055116800,0,HCBK,4
M6cs8gSJQWYKeHgTM,1431194149707,up,91.58,85,139,1129075200,85,APC,2
6r4mRyz42jTFj7faA,1431194180592,up,16.35,17.00,130,1347321600,14.5,GCI,1
4pzhZQsfi89CFZE5L,1431194287791,down,65.48,56.66,194,1217203200,70,UTX,45
AgHKzzjJ39NM9j6sZ,1431194362808,up,134.75,135,142,1327968000,122,AVB,37
wJRsiAF2FwS5GNAmN,1431197126023,down,27.625,25.05,160,974246400,35,PM,12
LTxhrNDrsi7Nz2n2i,1431197211937,down,27.00,25.05,194,978652800,33,PM,5
3LhDiuSWLpz83BZST,1431197270075,up,26.9375,28.875,205,980208000,22,PM,17
