_id,createdAt,direction,entry,exit,startIndex,startDate,stop,ticker,totalDays
QiWxu7mdWac36MJvb,1430660121593,up,44.4375,26.625,165,956620800,35,SCHW,26
grpNffy2hXT5MBvs5,1430660159078,down,60.23,57.05,130,1393891200,63,CTXS,35
5JGjgyMt6Jk7wp99Q,1430660350485,down,39.75,43,162,970012800,43,CTAS,2
u3ZxkcEMYBP2TRHGX,1430660370290,up,46.875,50,190,973468800,43,CTAS,16
b6FhZfGWd9v5MavKM,1430660448195,down,7.90,8.22,139,1378425600,8.22,AA,8
ppZQ9pDavJiGE3xoQ,1430660488761,up,9.11,10.36,194,1385078400,8.6,AA,22
m3Dtk8cEYPfZZTMFY,1430660630687,up,15.58,16.09,151,1148256000,14.97,MU,10
jp4dtPaTKKtXMWJF6,1430660758436,up,22.73,24.47,189,1300752000,21,XL,18
RWNbQaKcANLzNQMTZ,1430660898908,up,20.06,19,196,1280275200,19,PGR,12
FMbK9PJununw3AXS8,1430660947575,up,19.88,20,192,1251072000,18.97,XEL,20
ookWp5f4yXbgbwfp8,1430660979485,down,78.63,82,130,1119830400,82,OMC,16
HkZZquj8ADTDSiGBo,1430660999997,down,83.11,81.25,162,1123718400,87,OMC,16
jELyzu8uRFgiTkp9c,1430661076683,down,78.60,77.5,206,1129161600,81.5,OMC,6
FGNhQinTyHLyyGeqQ,1430661127071,down,32.55,32,134,1192579200,34,USB,8
33gsxJN8h5Lo4z7eX,1430661169253,up,51.67,54.25,130,1406246400,49,HSP,7
tm84MyJtDXapyi7uy,1430661221380,up,53.54,51.88,168,1410998400,51.88,HSP,4
hGA9vSDpR8d9vdP7m,1430661707818,down,48.84999,50.55,131,1055203200,50.55,HES,2
pbzoX9jPEepMPxJ8m,1430661717706,down,49.50,47.11,139,1056067200,52,HES,34
fXEe6w38nmXojodnK,1430661813588,down,47.00001,48.12,179,1061164800,48.12,HES,12
SLdES8dzrWPAaDaWC,1430661873545,down,27.29,25.82,154,1090454400,29,TMO,8
82ZNWoCmPbT5hc9aS,1430661951245,up,32.07,30,150,1253664000,30,JWN,5
rgysgqcyqhGdfba36,1430662002501,up,41.66,43,147,1169596800,39,IR,9
aTogBRdBN2HDiuiBq,1430662036181,down,24.40,24,130,1040256000,28.2,FIS,43
pXWPGvJBqFHSrpcFr,1430662129551,up,42.61,45,142,1186358400,40.4,PAYX,5
Ti2T3QxnAXeiKXMuy,1430662214451,down,66.15,62,151,1312243200,69,ETR,8
ueAgbghKGEAkGawuw,1430662321871,up,55.54,54.4,137,1119225600,54.4,PEP,5
iDukDjLSpeWvy9FoC,1430662338452,up,54.15,53,143,1119916800,53,PEP,4
3pkfStbKFriS6G2dq,1430662393906,up,30.50,31.92,130,1170115200,28.97,PNR,8
QMocqpYrhjx9sxqtL,1430662447652,down,14.23,14.8,135,1180915200,14.8,LUV,12
QnSoeb53cfKM9Jtg2,1430662481736,down,37.88,36,139,1309478400,39.11,CCL,14
JH3Cbf3xYZzHD8E6E,1430662582750,down,17.95,14.50,130,1023753600,22,CELG,12
