_id,createdAt,direction,entry,exit,startIndex,startDate,stop,ticker,totalDays
jC3yL26FeFeRxhSJe,35.71,39.5,7,1053648000,137,up,1430062902097,BBY,31.97
q4ZeHgn5oiunbZR4T,44.01,44.54,10,1057190400,165,up,1430063157869,BBY,40.75
HGL9fZdyDtLgzkSD3,40.30999,45.05,2,1060128000,188,down,1430063210174,BBY,45.05
eWW4fdMsanWMK9Sht,139.42,140,20,1327363200,161,up,1430065018150,ESS,133
KybEbsNmFprGWJjdZ,142.10001,146,12,1331078400,191,up,1430065068468,ESS,136
ZLsxcESw97inwoT8s,51.14,50.05,14,1196726400,137,down,1430065169203,NSC,54.5
3cze5wJooG4ysqAmQ,46.92,51.55,9,1200268800,164,down,1430065235204,NSC,51.55
Z6pFLKpPCW8ofaGwJ,27.27,28.99,20,1380153600,130,up,1430065278415,MS,25
Z2y6pkMaybzMCxC9c,30.69,30.87,24,1386547200,181,up,1430065333251,MS,28.98
uSL2mowYXYKarire5,28.97,30.36,17,1391472000,219,down,1430065368707,MS,30.75
tzZHcNoJLmNNF95ig,50.68,55.29,27,1079049600,138,up,1430065457565,APC,49
G2A4JWb6R2H2b8eYZ,55.25,53,3,1083024000,169,up,1430065536932,APC,53
Cj35MBNhDj8Pxss9g,62.84999,60,8,1120694400,154,up,1430065621157,NE,60
9ByEq5g3x6kRrGLio,45.69,50.59,17,1413244800,156,up,1430065699144,PCG,43.5
6sExgxnXgN74qcaKe,50.29,51.68,19,1416355200,182,up,1430065876393,PCG,48.49

Total Wins  Total Losses  Avg Win Avg Loss  Ending Capital (using R = 1%) Expectancy  avg. length: 15.76
54          53            0.85    -0.84     10060                         0.01
